,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
2983,Empire: Total War,PC,Sega,The Creative Assembly,8.9,6.8,0.81,2009.0
2984,Football Manager 2015,PC,Sega,Sports Interactive,8.0,6.1,0.81,2014.0
2985,Mega Man,NES,Capcom,Capcom,7.5,8.233333333333333,0.81,1987.0
2986,Resident Evil 2: Dual Shock Edition,PS,Capcom,Capcom,9.0,8.033333333333333,0.81,1998.0
2987,Pro Evolution Soccer 2010,X360,Konami,Konami,7.0,6.566666666666666,0.81,2009.0
2988,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,Square Enix,Square Enix,8.533333333333333,8.866666666666667,0.81,2015.0
2989,LEGO Dimensions,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,7.566666666666667,7.0,0.81,2015.0
2990,Tom Clancy's Rainbow Six 3,PS2,Ubisoft,Ubisoft Montreal / Red Storm Entertainment,7.0,7.0,0.81,2004.0
2991,Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,Buena Vista,Gorilla Systems,6.1000000000000005,6.033333333333334,0.81,2006.0
2992,Battle of Giants: Dinosaurs,DS,Ubisoft,Ubisoft Quebec,6.7,7.7,0.81,2008.0
2993,SingStar Vol. 2,PS3,Sony Computer Entertainment,SCEE London Studio,6.6000000000000005,7.400000000000001,0.81,2008.0
2994,NCAA Football 10,PS3,EA Sports,EA Tiburon,8.1,6.166666666666667,0.81,2009.0
2995,Professor Layton and the Azran Legacy,3DS,Nintendo,Level 5,8.0,8.1,0.81,2014.0
2996,EarthBound,SNES,Nintendo,Ape Studios / HAL Laboratory,6.3999999999999995,7.8,0.81,1995.0
2997,Need for Speed Rivals,X360,Electronic Arts,Ghost Games,7.566666666666666,4.6,0.81,2013.0
2998,The Next Tetris,PS,Atari,Blue Planet Software,8.8,8.033333333333333,0.81,1999.0
2999,Guitar Hero: Warriors of Rock,PS3,Activision,Neversoft Entertainment,6.0,7.366666666666666,0.81,2010.0
3000,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,Konami,Konami,9.166666666666666,8.033333333333333,0.81,1998.0
3001,Final Fantasy XI: Wings of the Goddess,PS2,Square Enix,Square Enix,8.733333333333334,9.033333333333333,0.81,2007.0
3002,The Sims 2,PS2,Electronic Arts,Maxis,8.5,4.0,0.81,2005.0
3003,Golden Sun: Dark Dawn,DS,Nintendo,Camelot Software Planning,8.0,7.933333333333333,0.81,2010.0
3004,Who Wants to be a Millionaire,PS,Eidos Interactive,Hothouse Creations,6.7,5.8999999999999995,0.8,2000.0
3005,Ben 10: Alien Force,Wii,D3 Publisher,Monkey Bar Games,4.0,7.2,0.8,2008.0
3006,Star Wars Rogue Squadron III: Rebel Strike,GC,LucasArts,Factor 5,8.3,6.266666666666667,0.8,2003.0
3007,Moto Racer,PS,Electronic Arts,Delphine Software International,7.5,6.266666666666667,0.8,1997.0
3008,Hitman: Contracts,PS2,Eidos Interactive,IO Interactive,8.4,7.5,0.8,2004.0
3009,The 7th Guest,PC,Virgin Interactive,Trilobyte,5.8,5.166666666666667,0.8,1993.0
3010,Deca Sports 2,Wii,Hudson Soft,Hudson Soft,5.3,5.966666666666666,0.8,2009.0
3011,Final Fantasy Anthology,PS,Square EA,SquareSoft,8.6,8.1,0.8,1999.0
3012,DiRT 2,X360,Codemasters,Codemasters,8.8,7.666666666666667,0.8,2009.0
3013,Star Wars The Clone Wars: Republic Heroes,Wii,LucasArts,Krome Studios,4.8,7.400000000000001,0.8,2009.0
3014,The Sims 2: Pets,PSP,Electronic Arts,Maxis,5.8,4.0,0.8,2006.0
3015,Battlefield 2: Special Forces,PC,Electronic Arts,Digital Illusions,8.0,6.8999999999999995,0.8,2005.0
3016,Half-Life: Blue Shift,PC,Sierra Entertainment,Gearbox Software,6.7,6.966666666666666,0.8,2001.0
3017,Tom Clancy's Ghost Recon Advanced Warfighter,X360,Ubisoft,Ubisoft Paris,9.1,7.533333333333334,0.8,2006.0
3018,Zumba Fitness,Wii,Majesco,"Pipeworks Software, Inc.",7.900000000000001,7.1000000000000005,0.8,2010.0
3019,Pro Evolution Soccer 2010,PSP,Konami,Konami,6.933333333333334,5.933333333333334,0.8,2009.0
3020,Prince of Persia: Warrior Within,XB,Ubisoft,Ubisoft Montreal,8.7,7.766666666666666,0.8,2004.0
3021,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,Nintendo,Sega Sports R&D,5.9,6.1,0.8,2013.0
3022,Rhythm Heaven Megamix,3DS,Nintendo,Nintendo,8.8,8.3,0.8,2016.0
3023,Guitar Hero: Metallica,X360,Activision,Neversoft Entertainment,8.5,7.366666666666666,0.8,2009.0
3024,Hasbro Family Game Night 3,Wii,Electronic Arts,EA Bright Light,6.8,4.533333333333332,0.8,2010.0
3025,The Amazing Spider-Man (2012),PS3,Activision,Beenox,7.3,8.133333333333333,0.8,2012.0
3026,Super Robot Taisen ?с,PS,Banpresto,Banpresto,7.0,7.933333333333334,0.8,2000.0
3027,WWE 2K15,PS3,2K Sports,Visual Concepts,6.5,5.433333333333334,0.8,2014.0
3028,Need for Speed: Hot Pursuit 2,GC,Electronic Arts,EA Seattle,7.5,5.866666666666667,0.8,2002.0
3029,PES 2009: Pro Evolution Soccer,PSP,Konami,Konami,7.3,5.800000000000001,0.8,2008.0
3030,Farming Simulator 17,PC,Focus Home Interactive,Giants Software,6.9,7.6,0.8,2016.0
3031,Tales of Destiny 2,PS2,Namco,Telenet Japan / Wolteam,7.833333333333333,6.6000000000000005,0.8,2002.0
3032,Capcom's Soccer Shootout,SNES,Capcom,Capcom,7.966666666666666,6.5,0.8,1994.0
3033,Deadlight,PC,Microsoft Studios,Tequila Works,7.8,7.4,0.8,2012.0
3034,Rayman Raving Rabbids 2,DS,Ubisoft,Ubisoft Paris,5.0,7.033333333333334,0.8,2007.0
3035,Alien,2600,20th Century Fox Video Games,20th Century Fox Video Games,7.5,6.966666666666668,0.79,1982.0
3036,Dragon's Dogma,X360,Capcom,Capcom,7.5,8.200000000000001,0.79,2012.0
3037,Invizimals,PSP,Sony Computer Entertainment,Novarama,6.6,7.866666666666667,0.79,2010.0
3038,Guitar Hero: Aerosmith,PS2,Activision,BudCat Creations,7.0,6.5,0.79,2008.0
3039,Assassin's Creed The Ezio Collection,PS4,Ubisoft,Ubisoft,7.466666666666666,6.8,0.79,2016.0
3040,Pro Evolution Soccer 2011,PSP,Konami,Konami,6.933333333333334,5.933333333333334,0.79,2010.0
3041,The Sims 2: Castaway,PSP,Electronic Arts,Maxis,5.9,3.5,0.79,2007.0
3042,Ridge Racer,PS,Namco,Namco,9.0,6.433333333333334,0.79,1995.0
3043,All Star Cheer Squad,Wii,THQ,Gorilla Systems,5.333333333333333,6.033333333333334,0.79,2008.0
3044,Dead Island: Riptide,X360,Deep Silver,Techland,5.6,7.1000000000000005,0.79,2013.0
3045,Harvest Moon: A Wonderful Life,GC,Natsume,Marvelous Interactive,8.2,6.900000000000001,0.79,2004.0
3046,Momotarou Dentetsu 7,PS,Hudson Entertainment,Hudson Soft,6.133333333333333,8.4,0.79,1997.0
3047,Ace Combat Zero: The Belkan War,PS2,Namco,Namco,7.5,7.0,0.79,2006.0
3048,Darksiders II,X360,THQ,Vigil Games,8.6,8.166666666666666,0.79,2012.0
3049,Motocross Mania,PS,Take-Two Interactive,Deibus Studios,5.5,7.833333333333333,0.79,2001.0
3050,Prototype 2,X360,Activision,Radical Entertainment,7.0,6.266666666666666,0.79,2012.0
3051,NBA 2K16,PS3,2K Sports,Visual Concepts,8.066666666666668,6.6000000000000005,0.79,2015.0
3052,Band Hero,X360,Activision,Neversoft Entertainment,7.6,6.733333333333333,0.79,2009.0
3053,Football Manager 2014,PC,Sega,Sports Interactive,8.4,5.6,0.79,2013.0
3054,Mega Man 5,NES,Capcom,Capcom,7.5,7.8999999999999995,0.79,1992.0
3055,WCW Mayhem,N64,Electronic Arts,Kodiak Interactive,8.5,6.733333333333333,0.79,1999.0
3056,Dragon Quest Monsters 2,3DS,Square Enix,TOSE Software,8.0,7.966666666666666,0.79,2014.0
3057,Dance Dance Revolution SuperNOVA 2,PS2,Konami,Konami Computer Entertainment Tokyo,7.3,5.633333333333333,0.79,2007.0
3058,Armored Core 2,PS2,Agetec,From Software,8.0,6.1000000000000005,0.79,2000.0
3059,The Godfather II,X360,Electronic Arts,EA Redwood Shores,6.2,7.266666666666667,0.79,2009.0
3060,Nidhogg,PC,Messhof,Messhof,9.0,6.8,0.79,2014.0
3061,Major League Baseball Featuring Ken Griffey Jr,N64,Nintendo,Angel Studios,7.633333333333333,7.8,0.79,1998.0
3062,NCAA Football 08,PS2,Electronic Arts,EA Tiburon,8.1,6.333333333333333,0.79,2007.0
3063,Star Ocean: The Last Hope,X360,Square Enix,tri-Ace,7.3,8.0,0.79,2009.0
3064,FIFA Soccer 2004,XB,EA Sports,EA Canada,8.3,6.166666666666667,0.79,2003.0
3065,Final Fantasy XIV: A Realm Reborn,PS4,Square Enix,Square Enix,8.5,8.799999999999999,0.79,2014.0
3066,Red Faction: Armageddon,PC,THQ,Volition Inc.,7.3,6.7,0.79,2011.0
3067,MadWorld,Wii,Sega,PlatinumGames,8.1,8.1,0.78,2009.0
3068,Tiger Woods PGA Tour 10,PS3,EA Sports,EA Tiburon,8.4,6.966666666666666,0.78,2009.0
3069,Destiny: The Collection,PS4,Activision,Bungie,8.433333333333332,5.766666666666667,0.78,2016.0
3070,Shadow of the Tomb Raider,XOne,Square Enix,Eidos Montreal,8.2,7.2,0.78,2018.0
3071,Too Human,X360,Microsoft Game Studios,Silicon Knights,6.5,5.866666666666667,0.78,2008.0
3072,Fight Night Champion,X360,EA Sports,EA Canada,8.4,5.066666666666667,0.78,2011.0
3073,DJ Hero 2,PS3,Activision,FreeStyle Games,8.4,7.966666666666666,0.78,2010.0
3074,Yars' Revenge,2600,Atari,Atari,5.2,6.733333333333334,0.78,1982.0
3075,Aliens: Colonial Marines,X360,Sega,Gearbox Software,4.5,6.033333333333334,0.78,2013.0
3076,Personal Trainer: Walking,DS,Nintendo,Creatures Inc.,7.0,7.466666666666666,0.78,2009.0
3077,LEGO Jurassic World,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,7.0,6.6,0.78,2015.0
3078,Secret Agent Barbie: Royal Jewels Mission,GBA,VU Games,Digital Illusions,6.6000000000000005,7.433333333333334,0.78,2002.0
3079,The World Ends With You,DS,Square Enix,Square Enix,8.6,8.200000000000001,0.78,2008.0
3080,Star Wars: The Force Unleashed II,Wii,LucasArts,LucasArts,7.5,7.7,0.78,2010.0
3081,Doom,PS,GT Interactive,Williams Entertainment Inc.,8.933333333333334,8.566666666666668,0.78,1995.0
3082,Naruto Shippuden: Ultimate Ninja Storm 2,X360,Namco Bandai,CyberConnect2,7.6,7.466666666666666,0.78,2010.0
3083,Buzz! The Hollywood Quiz,PS2,Sony Computer Entertainment,Relentless Software,7.266666666666667,8.1,0.78,2008.0
3084,Tom Clancy's Splinter Cell: Double Agent,X360,Ubisoft,Ubisoft Shanghai,8.5,8.3,0.78,2006.0
3085,DJ Hero,Wii,Activision,FreeStyleGames,8.6,7.966666666666666,0.78,2009.0
3086,Sid Meier's Civilization Revolution,PS3,2K Games,Firaxis Games,8.4,6.366666666666667,0.78,2008.0
3087,Star Wars The Clone Wars: Jedi Alliance,DS,LucasArts,Krome Studios,5.966666666666666,7.400000000000001,0.78,2008.0
3088,Marvel vs. Capcom: Clash of Super Heroes,PS,Capcom,Capcom,7.5,5.833333333333333,0.78,2000.0
3089,Drawn to Life,DS,THQ,5TH Cell,7.9,7.8,0.78,2007.0
3090,Battle Stations,PS,Electronic Arts,Realtime Associates,6.0,8.066666666666668,0.78,1997.0
3091,Rayman Origins,X360,Ubisoft,Ubisoft,9.0,8.533333333333333,0.78,2011.0
3092,Goldeneye 007: Reloaded,PS3,Activision,Eurocom,7.4,6.366666666666667,0.78,2011.0
3093,F1 2016,PS4,Codemasters,Codemasters,8.2,7.9,0.78,2017.0
3094,Rare Replay,XOne,Microsoft Studios,Rare Ltd.,8.4,8.0,0.78,2015.0
3095,Need for Speed: ProStreet,PSP,Electronic Arts,EA Black Box,5.6,5.866666666666667,0.78,2008.0
3096,NBA 2K7,PS2,2K Sports,Visual Concepts,8.2,6.7,0.78,2006.0
3097,Torneko no Daibouken: Fushigi no Dungeon,SNES,ChunSoft,ChunSoft,7.566666666666666,6.400000000000001,0.78,1993.0
3098,Jr. Pac-Man,2600,Atari,General Entertainment,5.666666666666667,6.8,0.78,1984.0
3099,James Bond 007: Nightfire,GC,Electronic Arts,Eurocom Entertainment Software,8.1,6.5,0.78,2002.0
3100,Mass Effect: Andromeda,XOne,Electronic Arts,BioWare Corp.,7.6,4.9,0.78,2017.0
3101,Hitman,PS4,Square Enix,IO Interactive,8.4,7.9,0.78,2017.0
3102,Dragon Age: Inquisition,PC,Electronic Arts,BioWare Edmonton,8.5,5.9,0.78,2014.0
3103,NBA ShootOut 98,PS,Sony Computer Entertainment,Sony Interactive Studios America,7.666666666666667,6.166666666666667,0.78,1998.0
3104,ABBA: You Can Dance,Wii,Ubisoft,Ubisoft,6.3999999999999995,4.333333333333333,0.77,2011.0
3105,Prototype 2,PS3,Activision,Radical Entertainment,7.0,6.7,0.77,2012.0
3106,Galaxian,2600,Atari,Atari,6.433333333333334,7.366666666666667,0.77,1983.0
3107,Worms: Open Warfare,PSP,THQ,Team17 Software,6.9,8.0,0.77,2006.0
3108,Minecraft: Story Mode,XOne,Mojang,Telltale Games,6.066666666666666,6.533333333333334,0.77,2015.0
3109,Puzzler World,DS,Atari,Idea Pad,7.0,5.8999999999999995,0.77,2009.0
3110,Lips,X360,Microsoft Game Studios,iNiS,7.1,7.733333333333334,0.77,2008.0
3111,Andretti Racing,PS,EA Sports,Stormfront Studios,7.3,7.3999999999999995,0.77,1996.0
3112,Caesars Palace 2000: Millennium Gold Edition,PS,Interplay,Runecraft,5.0,7.033333333333334,0.77,2000.0
3113,UFC Personal Trainer: The Ultimate Fitness System,X360,THQ,THQ,6.0,8.1,0.77,2011.0
3114,Air Raid,2600,Men-A-Vision,Men-A-Vision,5.133333333333334,5.033333333333334,0.77,1982.0
3115,Perfect Dark Zero,X360,Microsoft Game Studios,Rare Ltd.,8.1,8.9,0.77,2005.0
3116,Marvel Nemesis: Rise of the Imperfects,PS2,Electronic Arts,Nihilistic Software,5.0,7.966666666666666,0.77,2005.0
3117,Boxing,2600,Activision,Activision,6.8,7.433333333333334,0.77,1980.0
3118,Resident Evil: Operation Raccoon City,X360,Capcom,Slant Six Games,4.0,5.8,0.77,2012.0
3119,Need for Speed: Porsche Unleashed,PS,Electronic Arts,Eden Studios,8.3,5.866666666666667,0.77,2000.0
3120,Ghost Squad,Wii,Sega,Polygon Magic,7.0,9.299999999999999,0.77,2007.0
3121,Star Wars Battlefront: Elite Squadron,PSP,LucasArts,Savage Entertainment,6.0,6.3,0.77,2009.0
3122,James Cameron's Avatar: The Game,X360,Ubisoft,Ubisoft Montreal,6.0,7.333333333333333,0.77,2009.0
3123,Crystal Castles,2600,Atari,Atari,5.266666666666667,6.633333333333333,0.77,1984.0
3124,Conker's Bad Fur Day,N64,Rare,Rare Ltd.,9.2,6.099999999999999,0.77,2001.0
3125,Fortnite,XOne,Gearbox Software,Epic Games,7.966666666666666,5.033333333333334,0.77,2017.0
3126,Dragon Warrior I&II,GB,Enix,TOSE,7.466666666666666,8.266666666666667,0.77,2000.0
3127,Star Wars Episode II: Attack of the Clones,GBA,THQ,David A. Palmer Productions,6.2,6.7,0.77,2002.0
3128,The Sims 3,3DS,Electronic Arts,The Sims Studio,5.6,3.1,0.77,2011.0
3129,Twisted Metal: Head On,PSP,Sony Computer Entertainment,Incognito Inc.,7.5,7.166666666666667,0.77,2005.0
3130,Tetris Party Deluxe,DS,Majesco,"Tetris Online, Inc",7.833333333333333,7.066666666666666,0.77,2010.0
3131,Dragon Ball: Raging Blast,PS3,Namco Bandai,Spike,5.6,8.966666666666667,0.77,2009.0
3132,Need for Speed: Undercover,PSP,Electronic Arts,Piranha Games,5.4,7.633333333333334,0.77,2008.0
3133,Valkyria Chronicles,PC,Sega,Sega,8.5,8.2,0.77,2014.0
3134,Conflict: Desert Storm II - Back to Bagdhad,PS2,Gotham Games,Pivotal Games,6.166666666666667,7.333333333333333,0.77,2003.0
3135,Maximo: Ghosts to Glory,PS2,Capcom,Capcom,8.7,5.833333333333333,0.77,2002.0
3136,Battlefield 1,PC,Electronic Arts,EA DICE,9.1,7.1,0.77,2016.0
3137,Donkey Kong Country 3,GBA,Nintendo,Rare Ltd.,7.5,9.0,0.77,2005.0
3138,All-Star Baseball 2003,PS2,Acclaim Entertainment,Acclaim Entertainment,8.9,6.966666666666668,0.77,2002.0
3139,Persona 4 Arena,PS3,Atlus,Arc System Works,9.0,7.733333333333333,0.77,2012.0
3140,Unlimited Saga,PS2,Square Enix,SquareSoft,4.9,8.6,0.77,2003.0
3141,Pokemon Dash,DS,Nintendo,Ambrella,5.3,6.366666666666667,0.77,2005.0
3142,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,Sega,Sumo Digital,7.7,7.066666666666667,0.77,2010.0
3143,My Baby Girl,DS,SouthPeak Interactive,Dancing Dots,5.0,7.933333333333333,0.76,2008.0
3144,Lego Marvel Super Heroes,WiiU,Warner Bros. Interactive Entertainment,Traveller's Tales,6.966666666666666,6.433333333333334,0.76,2013.0
3145,FIFA Soccer 12,Wii,EA Sports,EA Canada,6.0,6.166666666666667,0.76,2011.0
3146,Cabela's Deer Hunt: 2004 Season,PS2,Activision,Sand Grain Studios,7.4,5.266666666666667,0.76,2003.0
3147,Sonic Unleashed,PS2,Sega,Sonic Team/Dimps Corporation,7.0,7.166666666666667,0.76,2008.0
3148,Formula 1,PS,Sony Computer Entertainment,Bizarre Creations,8.0,6.266666666666667,0.76,1996.0
3149,Age of Wonders 3,PC,Triumph Studios,Triumph Studios,6.3999999999999995,4.333333333333333,0.76,2014.0
3150,Resident Evil: Revelations,PS3,Capcom,Capcom,7.6,7.266666666666667,0.76,2013.0
3151,VVVVVV,PC,Terry Cavanagh,Terry Cavanagh,7.8,7.533333333333334,0.76,2010.0
3152,Pro Evolution Soccer 2015,PS4,Konami Digital Entertainment,PES Productions,8.2,7.1,0.76,2014.0
3153,Banjo-Kazooie: Nuts & Bolts,X360,Microsoft Game Studios,Rare Ltd.,8.0,8.9,0.76,2008.0
3154,Driv3r,XB,Atari,Reflections Interactive,7.133333333333333,7.566666666666666,0.76,2004.0
3155,Mercenaries: Playground of Destruction,PS2,LucasArts,Pandemic Studios,8.6,7.033333333333334,0.76,2005.0
3156,MTV Celebrity Deathmatch,PS2,Gotham Games,Big Ape Productions,7.833333333333333,6.533333333333334,0.76,2003.0
3157,Street Fighter Alpha: Warriors' Dreams,PS,Capcom,Capcom,7.0,8.200000000000001,0.76,1995.0
3158,Legend of Grimrock,PC,Almost Human,Unknown,8.5,8.1,0.76,2012.0
3159,ISS Pro Evolution,PS,Konami,KCET,5.1,7.566666666666667,0.76,2000.0
3160,Ridge Racer,PSP,Namco,Namco,8.8,6.433333333333334,0.76,2005.0
3161,Just Dance 2019,NS,Ubisoft,Ubisoft Paris,7.2,5.8,0.76,2018.0
3162,Band Hero,PS3,Activision,Neversoft Entertainment,7.6,6.733333333333333,0.76,2009.0
3163,Duke Nukem Forever,PS3,2K Games,Gearbox Software,4.4,5.400000000000001,0.76,2011.0
3164,Final Fantasy II,NES,Square,Square,8.666666666666666,9.333333333333334,0.76,1988.0
3165,Tony Hawk's Pro Skater 2,N64,Activision,Edge of Reality,8.5,6.400000000000001,0.76,2001.0
3166,Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,Namco,Namco,8.0,7.1000000000000005,0.76,2002.0
3167,Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,Capcom,Capcom,7.0,7.433333333333333,0.76,2006.0
3168,Toy Story 3: The Video Game,X360,Disney Interactive Studios,Avalanche Software,7.5,6.866666666666666,0.76,2010.0
3169,Just Dance 2018,NS,Ubisoft,Ubisoft Paris,8.0,5.7,0.76,2017.0
3170,Syphon Filter: The Omega Strain,PS2,Sony Computer Entertainment,SCEA Bend Studio,7.6,7.3,0.76,2004.0
3171,FIFA Soccer 11,PS2,EA Sports,EA Canada,8.166666666666666,6.166666666666667,0.76,2010.0
3172,Pok??Park 2: Wonders Beyond,Wii,Nintendo,Creatures Inc.,6.5,8.033333333333333,0.76,2012.0
3173,Mortal Kombat: Deception,XB,Midway Games,Midway Games,7.4,5.1000000000000005,0.76,2004.0
3174,That's So Raven,GBA,Buena Vista,Disney Interactive,7.133333333333333,7.266666666666667,0.76,2004.0
3175,Marvel vs. Capcom 2,PS2,Capcom,Capcom,8.2,5.833333333333333,0.76,2002.0
3176,Assassin's Creed: Revelations,PC,Ubisoft,Ubisoft Montreal,8.0,7.4,0.76,2011.0
3177,Harry Potter and the Half-Blood Prince,Wii,Electronic Arts,Bright Light Productions,6.0,3.8,0.76,2009.0
3178,Lost Planet 2,X360,Capcom,Capcom,6.5,7.0,0.76,2010.0
3179,Legends of Wrestling,PS2,Acclaim Entertainment,Acclaim?яStudios?яSalt?яLake?яCity,4.9,6.933333333333334,0.76,2001.0
3180,True Crime: New York City,PS2,Activision,Luxoflux,7.8,6.833333333333333,0.76,2005.0
3181,The Walking Dead: A Telltale Games Series,X360,Telltale Games,Telltale Games,8.700000000000001,7.866666666666667,0.76,2012.0
3182,Kane & Lynch: Dead Men,X360,Eidos Interactive,IO Interactive,6.8,6.8,0.76,2007.0
3183,Quantum Break,XOne,Microsoft Studios,Remedy Entertainment,7.7,7.1,0.76,2016.0
3184,Final Fantasy Legend III,GB,Square,SquareSoft,7.0,9.333333333333334,0.76,1993.0
3185,Dark Souls II,X360,Namco Bandai Games,From Software,9.0,8.1,0.75,2015.0
3186,Wall-E,PS2,THQ,Asobo Studio,7.5,6.966666666666666,0.75,2008.0
3187,Ratchet & Clank Collection,PS3,Sony Computer Entertainment,Idol Minds,7.966666666666666,8.433333333333332,0.75,2012.0
3188,Wolfenstein: The New Order,XOne,Bethesda Softworks,MachineGames,7.8,7.8,0.75,2014.0
3189,LEGO City Undercover,PS4,Warner Bros. Interactive Entertainment,TT Fusion,8.0,7.4,0.75,2017.0
3190,Genji: Days of the Blade,PS3,Sony Computer Entertainment,Game Republic,5.0,9.299999999999999,0.75,2006.0
3191,Defy Gravity Extended,PC,Unknown,Fish Factory Games,8.0,7.566666666666666,0.75,2011.0
3192,Mega Man X5,PS,Capcom,Capcom,8.5,7.266666666666667,0.75,2001.0
3193,Drawn to Life: The Next Chapter,Wii,THQ,Planet Moon Studios,5.8,4.266666666666667,0.75,2009.0
3194,Pro Evolution Soccer 2018,PS4,Konami Digital Entertainment,Konami Digital Entertainment,8.3,7.2,0.75,2017.0
3195,Fire Emblem Echoes: Shadows of Valentia,3DS,Nintendo,Intelligent Systems,8.3,8.5,0.75,2017.0
3196,We Sing,Wii,Nordic Games,Le Cortex,7.033333333333334,7.566666666666667,0.75,2009.0
3197,LEGO Worlds,PC,Warner Bros. Interactive Entertainment,Traveller's Tales,7.1,6.3,0.75,2015.0
3198,Rockstar Games presents Table Tennis,X360,Rockstar Games,Rockstar San Diego,8.1,7.933333333333333,0.75,2006.0
3199,Universe Sandbox,PC,Unknown,Dan Dixon,9.0,7.366666666666667,0.75,2011.0
3200,WWE SmackDown vs. Raw 2009,PSP,THQ,Yuke's Media Creations,7.9,7.033333333333334,0.75,2008.0
3201,Disney Infinity 2.0: Marvel Super Heroes,PS4,Disney Interactive Studios,Avalanche Software,8.0,7.333333333333333,0.75,2014.0
3202,Kane & Lynch: Dead Men,PS3,Eidos Interactive,IO Interactive,6.8,6.8,0.75,2007.0
3203,Deer Drive,Wii,Mastiff,SCS Software,6.3999999999999995,7.833333333333333,0.75,2009.0
3204,Pro Evolution Soccer 2017,PS4,Konami Digital Entertainment,PES Productions,8.5,7.3,0.75,2016.0
3205,Shark Tale,PS2,Activision,Edge of Reality,7.0,7.066666666666666,0.75,2004.0
3206,San Francisco Rush: Extreme Racing,N64,Midway Games,Atari Games,8.9,7.8,0.75,1997.0
3207,Super Street Fighter IV,X360,Capcom,Capcom / Dimps Corporation,9.2,7.933333333333333,0.75,2010.0
3208,Zone of the Enders,PS2,Konami,Konami Computer Entertainment Japan,7.5,8.799999999999999,0.75,2001.0
3209,Raving Rabbids: Travel in Time,Wii,Ubisoft,Ubisoft Paris,7.0,8.533333333333333,0.75,2010.0
3210,Borderlands: The Pre-Sequel,X360,2K Games,Unknown,7.1000000000000005,7.266666666666666,0.75,2014.0
3211,Rock Band 4,XOne,Harmonix Music Systems,Harmonix Music Systems,7.9,6.5,0.75,2015.0
3212,Street Fighter EX Plus Alpha,PS,Capcom,Arika,8.3,7.2,0.75,1997.0
3213,Coded Arms,PSP,Konami,Konami,6.1,8.666666666666666,0.75,2005.0
3214,FIFA 19,NS,Electronic Arts,EA Sports,5.9,3.4,0.75,2018.0
3215,Need for Speed: Shift,PSP,Electronic Arts,Slightly Mad Studios,8.3,5.333333333333333,0.75,2009.0
3216,Tony Hawk's Underground 2,XB,Activision,Neversoft Entertainment,8.4,7.633333333333333,0.75,2004.0
3217,Madden NFL 06,PSP,EA Sports,EA Tiburon,7.9,6.266666666666666,0.75,2005.0
3218,Skylanders: Trap Team,WiiU,Activision,Toys for Bob,8.0,5.3,0.75,2014.0
3219,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,Capcom,Capcom,7.9,6.5,0.75,2001.0
3220,MVP 06 NCAA Baseball,PS2,EA Sports,EA Canada,8.5,6.266666666666666,0.75,2006.0
3221,Just Dance 2015,WiiU,Ubisoft,Ubisoft Paris,7.466666666666666,7.233333333333334,0.75,2014.0
